amount,sender_balance_before,receiver_balance_before,hour,month_2026,is_fraud,transaction_type_peer,transaction_type_till,device_type_smartphone,region_Kisumu,region_Mombasa,region_Nairobi,region_Nakuru,day_of_week_Mon,day_of_week_Sat,day_of_week_Sun,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,amount_to_balance_ratio,is_late_night,low_sender_balance
1462.83,67377.64,9719.0,3,5,0,True,False,False,False,True,False,False,False,False,True,False,False,False,0.021710589587441955,1,0
794.9,51030.65,36304.57,2,6,0,False,True,True,False,False,False,False,False,False,False,False,False,True,0.015576607850226281,1,0
5585.34,25904.22,39759.31,9,8,0,False,False,False,False,True,False,False,False,True,False,False,False,False,0.21560673871906896,0,0
473.78,20143.76,9216.68,22,3,0,False,True,False,False,False,True,False,False,True,False,False,False,False,0.023518771134528285,1,0
126.5,55111.14,2909.68,8,12,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0022953200510813045,0,0
3701.43,20094.41,27461.33,14,6,0,False,False,True,False,True,False,False,True,False,False,False,False,False,0.1841928082084416,0,0
1880.77,74775.66,31913.53,7,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,0.025151832135856294,0,0
1090.66,48976.49,20980.0,4,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,0.022268597267846926,1,0
426.99,12775.85,6008.23,15,6,0,False,True,False,False,False,False,False,True,False,False,False,False,False,0.033419035208208596,0,0
627.55,7623.14,15570.67,4,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,0.08231092293688205,1,0
5831.77,37986.49,4891.71,4,11,0,False,True,False,False,False,False,True,False,False,False,False,False,False,0.15351817137694543,1,0
1014.78,27769.72,23233.69,6,10,0,False,True,True,False,False,False,True,False,False,True,False,False,False,0.03654136442987434,0,0
1573.76,75936.74,44334.02,9,8,0,True,False,False,False,False,False,True,False,True,False,False,False,False,0.020724346023466064,0,0
453.47,50106.21,25156.81,9,2,0,False,False,True,False,False,True,False,False,True,False,False,False,False,0.009049995000719457,0,0
2912.02,54748.71,30792.56,4,6,0,False,True,True,False,False,False,True,False,False,False,False,True,False,0.0531878616343356,1,0
4320.7,2218.25,29288.78,1,4,1,False,True,True,False,False,False,True,False,False,False,False,False,False,1.9469190041680746,1,0
4225.88,54205.75,28668.35,23,11,0,False,True,False,False,False,False,False,False,True,False,False,False,False,0.07795855682179803,1,0
206.31,65669.09,31296.98,18,3,0,False,False,True,False,False,True,False,False,False,True,False,False,False,0.003141612871247778,0,0
2575.76,72437.52,9789.56,7,3,0,False,True,False,False,False,True,False,True,False,False,False,False,False,0.03555787721781174,0,0
107.83,1555.92,4722.15,13,2,1,False,False,True,False,False,False,True,False,False,False,False,True,False,0.0692585360840634,0,0
1723.31,52492.24,19269.83,16,5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,0.03282917952864026,0,0
1716.73,20929.49,24801.87,1,7,0,True,False,True,False,False,True,False,False,False,False,False,False,True,0.08202053559185665,1,0
1770.83,50352.53,43873.6,17,8,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0.035167941552459184,0,0
1992.44,77409.69,27398.59,20,6,0,False,True,True,False,True,False,False,False,False,True,False,False,False,0.02573856401486668,0,0
826.09,64566.1,49525.26,23,2,0,False,True,False,False,True,False,False,False,False,True,False,False,False,0.01279428687365547,1,0
798.12,20076.31,29027.2,17,11,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0.039752337340012184,0,0
3027.42,19163.89,33992.24,4,9,0,False,True,False,True,False,False,False,False,False,False,False,False,False,0.15796699067930994,1,0
2020.08,8339.6,45127.65,2,10,0,True,False,False,False,False,False,True,True,False,False,False,False,False,0.24219840299259043,1,0
1055.56,31230.49,14881.76,15,6,0,False,False,False,False,False,True,False,False,False,False,False,False,True,0.033797939195344184,0,0
158.02,965.93,45269.1,3,7,0,False,False,True,False,False,False,True,False,True,False,False,False,False,0.16342444644389978,1,0
143.59,76548.39,33838.5,6,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0.001875782419690085,0,0
988.18,6754.42,4585.21,14,3,0,False,False,True,True,False,False,False,False,False,False,False,False,True,0.14627957995209773,0,0
1383.62,53834.22,37618.73,19,6,0,False,True,True,False,True,False,False,False,False,False,False,False,False,0.025701018775441058,0,0
2352.29,7387.37,24721.02,6,10,0,False,False,True,True,False,False,False,False,False,False,False,False,True,0.318377395826143,0,0
88.92,58989.14,27295.79,4,10,0,False,False,False,False,False,False,True,False,True,False,False,False,False,0.001507370553790854,1,0
1835.4,11525.04,38075.53,14,5,0,False,False,False,False,False,False,True,False,False,True,False,False,False,0.15923942655066267,0,0
1444.36,6820.13,35048.46,5,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.2117479068717353,1,0
113.32,71362.56,7330.24,17,1,0,False,True,False,True,False,False,False,False,True,False,False,False,False,0.0015879252660601572,0,0
1080.24,78932.5,18713.54,5,3,0,True,False,True,False,True,False,False,False,False,False,False,False,True,0.013685444076342744,1,0
694.58,19011.15,45384.69,19,9,0,False,True,True,False,True,False,False,False,False,False,True,False,False,0.03653347990627046,0,0
1344.32,30163.14,4175.04,3,8,0,False,False,True,False,False,True,False,False,False,False,False,True,False,0.044566826702170194,1,0
2251.86,56436.24,12436.21,21,6,0,False,False,True,False,False,False,False,False,False,False,False,False,True,0.03990025026028913,0,0
601.28,20369.21,20260.1,2,2,0,False,True,False,True,False,False,False,False,False,False,False,True,False,0.029517614202308175,1,0
1271.1,9593.55,5876.31,19,11,0,False,False,False,False,False,False,True,False,False,False,False,False,True,0.132481460829325,0,0
1571.35,54515.05,11875.32,0,8,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0.02882362166738052,1,0
766.8,6723.02,26418.51,16,7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,0.11403892314419052,0,0
859.94,78234.26,27800.25,11,5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.01099171907909554,0,0
584.43,42263.32,49648.24,15,7,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.013827975938096246,0,0
114.99,55663.35,3771.73,2,3,0,False,False,True,False,False,True,False,False,False,False,True,False,False,0.002065774593613327,1,0
272.67,55690.32,22727.05,16,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0048960951185929875,0,0
1481.51,30797.73,36855.04,21,12,0,False,True,True,True,False,False,False,False,False,False,True,False,False,0.04810295749207841,0,0
3702.15,76037.88,44513.19,9,11,0,False,False,True,True,False,False,False,False,False,False,False,False,False,0.04868759245270314,0,0
912.26,22262.76,9406.06,20,4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,0.040975109325648504,0,0
934.59,21348.44,18017.25,17,12,0,False,True,False,False,False,False,True,False,False,False,False,False,False,0.04377585547911327,0,0
451.56,2682.04,13988.18,21,9,0,True,False,False,False,True,False,False,False,False,False,False,True,False,0.1683016280040551,0,0
794.52,54810.02,8130.85,12,6,0,False,True,True,False,True,False,False,False,False,False,False,False,False,0.014495625149833009,0,0
3627.45,75989.01,36285.98,5,11,0,True,False,True,False,False,False,False,True,False,False,False,False,False,0.04773588001896565,1,0
1425.61,6711.6,43833.07,1,5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0.21237821410481778,1,0
1203.06,2206.72,18823.17,4,8,0,False,True,False,True,False,False,False,False,False,True,False,False,False,0.5449332342869567,1,0
2495.47,12118.31,29706.54,14,3,0,False,False,False,False,False,False,True,False,False,True,False,False,False,0.20590858720504715,0,0
719.21,66350.22,28454.07,21,3,0,False,False,True,False,True,False,False,True,False,False,False,False,False,0.010839438973390392,0,0
98.43,33244.08,13670.35,8,9,0,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0029607388521850453,0,0
87.04,55367.98,26717.31,5,7,0,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0015719993397024833,1,0
2078.91,44478.99,38449.37,2,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.046738095040039354,1,0
4344.26,30290.26,12054.24,9,4,0,False,True,False,False,True,False,False,False,False,False,False,True,False,0.14341628575371246,0,0
344.21,76328.68,30308.73,0,6,0,False,False,True,False,False,False,False,False,False,False,True,False,False,0.004509517136715364,1,0
389.41,60584.23,2344.82,16,6,0,False,True,True,True,False,False,False,False,False,True,False,False,False,0.006427474155004446,0,0
469.34,53758.7,26015.39,6,10,0,False,True,True,False,False,True,False,True,False,False,False,False,False,0.00873033145646274,0,0
2219.71,68189.3,27595.34,17,8,0,True,False,True,False,False,True,False,False,True,False,False,False,False,0.032551697235530565,0,0
1234.67,10807.82,1439.13,16,4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,0.11422801008805772,0,0
2110.59,51184.97,40252.23,20,8,0,False,True,False,False,False,False,False,False,False,False,True,False,False,0.04123375995414369,0,0
3501.9,28111.95,29495.88,1,6,0,False,False,True,False,False,False,True,False,False,True,False,False,False,0.1245653693404641,1,0
746.97,72342.28,17412.77,18,1,0,False,True,False,True,False,False,False,False,True,False,False,False,False,0.010325354338371166,0,0
1082.29,72846.66,14897.97,23,2,0,False,True,True,False,True,False,False,False,False,False,True,False,False,0.014856894511093423,1,0
1112.25,75966.7,7353.67,16,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,0.014641090884678621,0,0
3917.49,61536.53,3311.8,9,2,0,True,False,False,False,False,True,False,False,False,True,False,False,False,0.06366017615591656,0,0
70.42,39460.19,16437.58,5,3,0,False,False,False,False,False,False,True,False,False,False,True,False,False,0.001784538175356597,1,0
1505.23,27390.9,26863.17,15,9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,0.054951646289596555,0,0
924.61,12237.03,6941.36,15,10,0,False,False,True,False,True,False,False,False,False,False,False,True,False,0.07555219263231092,0,0
1536.13,55750.47,20583.06,7,7,0,True,False,True,True,False,False,False,False,True,False,False,False,False,0.027553174831085173,0,0
3111.0,48194.64,11192.45,17,5,0,False,False,True,False,False,False,True,False,False,False,False,False,False,0.06454940737377904,0,0
2587.19,22359.37,8850.52,17,3,0,True,False,True,False,True,False,False,False,False,True,False,False,False,0.11570425712991333,0,0
139.33,42800.44,17799.57,0,2,0,False,True,True,False,False,False,False,False,False,False,False,True,False,0.003255264308864375,1,0
3369.55,40323.04,34519.74,16,9,0,False,False,True,True,False,False,False,False,False,False,True,False,False,0.08356181573076507,0,0
60.16,50269.24,4087.95,14,8,0,False,True,True,False,False,False,False,True,False,False,False,False,False,0.001196731903408458,0,0
3102.2,4980.13,13843.88,15,8,0,False,False,False,False,False,True,False,False,False,False,True,False,False,0.6227904110111561,0,0
2461.4,47822.52,49312.85,16,2,0,False,True,True,False,False,False,True,False,False,False,False,True,False,0.051468398812969024,0,0
1153.72,38813.39,30912.74,23,5,0,False,True,True,False,False,True,False,False,False,True,False,False,False,0.02972402760934798,1,0
690.47,57669.23,3117.07,23,11,0,False,True,True,False,False,True,False,False,False,True,False,False,False,0.011972728390367093,1,0
239.79,57096.63,44760.34,18,12,0,False,True,False,False,True,False,False,False,False,False,False,False,False,0.004199648917126683,0,0
1075.17,2534.73,43360.75,14,10,0,False,True,True,False,False,False,False,False,False,False,False,False,False,0.4240080765696664,0,0
655.77,19473.39,13462.16,18,9,0,False,False,False,False,False,False,True,False,False,False,False,True,False,0.033673455240446556,0,0
710.5,45160.81,42035.5,9,4,0,True,False,True,False,True,False,False,False,False,False,False,False,True,0.015732318965958187,0,0
140.16,18733.99,17146.34,11,11,0,True,False,True,True,False,False,False,False,False,True,False,False,False,0.007481188941120331,0,0
963.6,63154.78,24922.11,9,10,0,False,True,False,False,True,False,False,True,False,False,False,False,False,0.015257510872322376,0,0
136.4,58972.12,27887.11,14,12,0,False,False,False,False,True,False,False,False,False,False,False,False,True,0.002312918156611012,0,0
1324.78,10293.67,14188.8,11,2,0,False,True,True,False,False,False,True,False,False,False,False,True,False,0.12868600936212624,0,0
676.67,19623.82,24912.38,1,9,0,False,True,False,True,False,False,False,False,True,False,False,False,False,0.03448031625258219,1,0
601.5,702.0,11266.64,0,8,0,False,True,True,True,False,False,False,False,True,False,False,False,False,0.8556187766714083,1,0
682.04,12938.44,9328.35,15,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,0.052710163654686754,0,0
503.41,71751.56,4011.69,23,8,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.007015916923382246,1,0
1115.12,55787.22,49862.78,7,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,0.019988449174395597,0,0
3403.87,77560.69,43275.36,19,5,0,True,False,True,True,False,False,False,False,True,False,False,False,False,0.04388596999369147,0,0
2547.99,39310.83,36144.8,16,7,0,False,True,True,False,False,True,False,False,False,True,False,False,False,0.06481484072351756,0,0
2579.39,44585.36,28580.63,1,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,0.05785154921819139,1,0
492.71,16485.7,48399.7,11,6,0,False,True,False,False,True,False,False,False,False,True,False,False,False,0.029885301485439775,0,0
1861.75,40658.07,12120.49,19,6,0,True,False,True,False,False,False,False,False,False,True,False,False,False,0.0457892912946607,0,0
182.97,23161.58,29061.91,13,10,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0.007899379084713361,0,0
251.5,25719.31,29694.15,3,3,0,False,True,True,False,False,False,True,False,False,True,False,False,False,0.00977826472542516,1,0
691.22,10839.73,3168.75,23,6,0,False,True,False,False,False,False,True,False,False,False,False,False,False,0.06376138876256489,1,0
6901.8,54797.27,4393.41,12,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,0.12594923160895408,0,0
224.19,60842.21,29781.94,8,9,0,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0036847168320014675,0,0
956.78,63563.73,5334.96,22,5,0,False,True,False,True,False,False,False,False,False,False,True,False,False,0.015052057957298016,1,0
2852.97,32740.61,46646.9,11,6,0,True,False,False,False,False,False,True,False,False,False,True,False,False,0.08713591054318953,0,0
7054.09,14580.52,3324.81,1,12,0,False,True,True,True,False,False,False,False,False,False,False,True,False,0.48376918181369294,1,0
2027.09,3942.76,39075.72,21,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5139993305880682,0,0
2639.88,16210.02,8182.8,4,11,0,False,True,False,False,True,False,False,False,False,False,False,False,False,0.16284478089595844,1,0
269.17,18931.77,31687.93,4,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,0.014217148362336838,1,0
3576.77,47105.7,34149.1,12,11,0,False,True,True,False,False,False,False,False,False,False,False,False,False,0.07592911411752469,0,0
902.08,30217.86,23133.99,7,6,0,True,False,True,False,False,False,True,True,False,False,False,False,False,0.02985155627975377,0,0
537.97,35155.7,28874.31,22,5,0,True,False,True,True,False,False,False,False,False,True,False,False,False,0.015302061911385315,1,0
658.6,30772.91,27177.64,14,6,0,False,False,False,False,False,True,False,False,False,False,False,True,False,0.021401245405604945,0,0
3554.24,43473.66,21576.41,18,3,0,True,False,True,False,True,False,False,False,False,False,False,False,True,0.08175429089037153,0,0
607.03,26858.96,6963.6,18,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.022599810275220067,0,0
2370.0,42723.54,44694.63,0,7,0,True,False,True,False,False,False,False,False,True,False,False,False,False,0.055471632930395504,1,0
2330.99,60217.01,35349.02,5,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,0.03870918351503146,1,0
2261.49,2779.24,28494.48,0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8134153885995453,1,0
2156.12,27432.33,41062.87,9,11,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.07859490626912591,0,0
175.87,36614.32,30197.89,3,8,0,False,True,True,False,True,False,False,False,False,True,False,False,False,0.004803180745108878,1,0
1046.6,12078.4,11462.57,7,9,0,True,False,True,False,False,False,True,False,False,False,True,False,False,0.08664337632663874,0,0
1921.56,1075.03,29922.14,1,4,1,True,False,True,False,True,False,False,False,False,True,False,False,False,1.7857866416363857,1,0
1250.37,47962.45,41339.94,10,6,0,False,True,True,False,False,False,False,False,False,True,False,False,False,0.026069225629098823,0,0
4794.01,46713.0,20042.57,7,7,0,False,True,False,False,True,False,False,False,False,False,True,False,False,0.10262469495226272,0,0
929.86,49234.53,45592.62,13,10,0,False,True,False,False,True,False,False,False,False,False,False,False,True,0.01888595491914071,0,0
224.69,48955.19,905.51,17,6,0,False,True,True,False,False,False,True,False,False,False,True,False,False,0.004589613693385862,0,0
3085.04,8266.79,45937.53,11,4,0,True,False,True,False,False,False,True,True,False,False,False,False,False,0.37313961772130155,0,0
2341.58,56608.37,7626.95,4,1,0,False,True,True,False,False,False,True,False,False,False,False,False,True,0.04136382369208489,1,0
1288.05,33988.04,36822.21,8,2,0,True,False,True,True,False,False,False,False,False,False,True,False,False,0.0378960394291807,0,0
4085.52,72863.83,6140.54,21,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,0.05606984878713091,0,0
403.6,14987.04,41874.54,13,2,0,True,False,True,False,False,False,True,False,True,False,False,False,False,0.026928137368194906,0,0
605.53,41555.16,29563.77,21,9,0,False,False,True,False,False,True,False,False,False,True,False,False,False,0.014571365592971052,0,0
763.75,59565.55,10278.99,8,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,0.012821793439438746,0,0
2325.27,9229.96,20725.23,8,11,0,True,False,False,False,False,True,False,False,False,False,True,False,False,0.2518990440864222,0,0
2987.35,27773.04,17347.66,5,4,0,False,True,False,False,False,True,False,False,False,False,True,False,False,0.10755907314888291,1,0
2006.26,47006.75,1642.33,16,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.042679345427083834,0,0
3658.46,14193.32,24918.39,21,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,0.2577411246188616,0,0
814.31,24986.71,39024.79,23,10,0,True,False,True,False,False,False,True,False,False,False,True,False,False,0.03258842046750182,1,0
487.74,53116.64,8901.8,17,10,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00918226035644656,0,0
4869.0,44628.7,43031.6,16,6,0,True,False,True,False,True,False,False,False,False,False,False,False,True,0.1090977532898496,0,0
